Datum,Bremen:morgenpost:confirmed,Bremen:morgenpost:recovered,Bremen:morgenpost:deaths,Saarland:morgenpost:confirmed,Saarland:morgenpost:recovered,Saarland:morgenpost:deaths,Mecklenburg-Vorpommern:morgenpost:confirmed,Mecklenburg-Vorpommern:morgenpost:recovered,Mecklenburg-Vorpommern:morgenpost:deaths,Hamburg:morgenpost:confirmed,Hamburg:morgenpost:recovered,Hamburg:morgenpost:deaths,Thüringen:morgenpost:confirmed,Thüringen:morgenpost:recovered,Thüringen:morgenpost:deaths,Sachsen-Anhalt:morgenpost:confirmed,Sachsen-Anhalt:morgenpost:recovered,Sachsen-Anhalt:morgenpost:deaths,Brandenburg:morgenpost:confirmed,Brandenburg:morgenpost:recovered,Brandenburg:morgenpost:deaths,Schleswig-Holstein:morgenpost:confirmed,Schleswig-Holstein:morgenpost:recovered,Schleswig-Holstein:morgenpost:deaths,Berlin:morgenpost:confirmed,Berlin:morgenpost:recovered,Berlin:morgenpost:deaths,Rheinland-Pfalz:morgenpost:confirmed,Rheinland-Pfalz:morgenpost:recovered,Rheinland-Pfalz:morgenpost:deaths,Sachsen:morgenpost:confirmed,Sachsen:morgenpost:recovered,Sachsen:morgenpost:deaths,Hessen:morgenpost:confirmed,Hessen:morgenpost:recovered,Hessen:morgenpost:deaths,Niedersachsen:morgenpost:confirmed,Niedersachsen:morgenpost:recovered,Niedersachsen:morgenpost:deaths,Baden-Württemberg:morgenpost:confirmed,Baden-Württemberg:morgenpost:recovered,Baden-Württemberg:morgenpost:deaths,Bayern:morgenpost:confirmed,Bayern:morgenpost:recovered,Bayern:morgenpost:deaths,Nordrhein-Westfalen:morgenpost:confirmed,Nordrhein-Westfalen:morgenpost:recovered,Nordrhein-Westfalen:morgenpost:deaths,Baden-Württemberg:RKI:Neuinfektionen,Baden-Württemberg:RKI:Todesfaelle,Nordrhein-Westfalen:RKI:Neuinfektionen,Nordrhein-Westfalen:RKI:Todesfaelle,Bayern:RKI:Neuinfektionen,Bayern:RKI:Todesfaelle,Hessen:RKI:Neuinfektionen,Hessen:RKI:Todesfaelle,Berlin:RKI:Neuinfektionen,Berlin:RKI:Todesfaelle,Niedersachsen:RKI:Neuinfektionen,Niedersachsen:RKI:Todesfaelle,Sachsen:RKI:Neuinfektionen,Sachsen:RKI:Todesfaelle,Rheinland-Pfalz:RKI:Neuinfektionen,Rheinland-Pfalz:RKI:Todesfaelle,Brandenburg:RKI:Neuinfektionen,Brandenburg:RKI:Todesfaelle,Hamburg:RKI:Neuinfektionen,Hamburg:RKI:Todesfaelle,Schleswig-Holstein:RKI:Neuinfektionen,Schleswig-Holstein:RKI:Todesfaelle,Thüringen:RKI:Neuinfektionen,Thüringen:RKI:Todesfaelle,Mecklenburg-Vorpommern:RKI:Neuinfektionen,Mecklenburg-Vorpommern:RKI:Todesfaelle,Bremen:RKI:Neuinfektionen,Bremen:RKI:Todesfaelle,Saarland:RKI:Neuinfektionen,Saarland:RKI:Todesfaelle,Sachsen-Anhalt:RKI:Neuinfektionen,Sachsen-Anhalt:RKI:Todesfaelle,Baden-Württemberg:RKI:Summe_Infektionen,Baden-Württemberg:RKI:Summe_Todesfaelle,Nordrhein-Westfalen:RKI:Summe_Infektionen,Nordrhein-Westfalen:RKI:Summe_Todesfaelle,Bayern:RKI:Summe_Infektionen,Bayern:RKI:Summe_Todesfaelle,Hessen:RKI:Summe_Infektionen,Hessen:RKI:Summe_Todesfaelle,Berlin:RKI:Summe_Infektionen,Berlin:RKI:Summe_Todesfaelle,Niedersachsen:RKI:Summe_Infektionen,Niedersachsen:RKI:Summe_Todesfaelle,Sachsen:RKI:Summe_Infektionen,Sachsen:RKI:Summe_Todesfaelle,Rheinland-Pfalz:RKI:Summe_Infektionen,Rheinland-Pfalz:RKI:Summe_Todesfaelle,Brandenburg:RKI:Summe_Infektionen,Brandenburg:RKI:Summe_Todesfaelle,Hamburg:RKI:Summe_Infektionen,Hamburg:RKI:Summe_Todesfaelle,Schleswig-Holstein:RKI:Summe_Infektionen,Schleswig-Holstein:RKI:Summe_Todesfaelle,Thüringen:RKI:Summe_Infektionen,Thüringen:RKI:Summe_Todesfaelle,Mecklenburg-Vorpommern:RKI:Summe_Infektionen,Mecklenburg-Vorpommern:RKI:Summe_Todesfaelle,Bremen:RKI:Summe_Infektionen,Bremen:RKI:Summe_Todesfaelle,Saarland:RKI:Summe_Infektionen,Saarland:RKI:Summe_Todesfaelle,Sachsen-Anhalt:RKI:Summe_Infektionen,Sachsen-Anhalt:RKI:Summe_Todesfaelle,Nordrhein-Westfalen:morgenpost:days_after_outbreak,Bayern:morgenpost:days_after_outbreak,Baden-Württemberg:morgenpost:days_after_outbreak,Niedersachsen:morgenpost:days_after_outbreak,Hessen:morgenpost:days_after_outbreak,Sachsen:morgenpost:days_after_outbreak,Rheinland-Pfalz:morgenpost:days_after_outbreak,Berlin:morgenpost:days_after_outbreak,Schleswig-Holstein:morgenpost:days_after_outbreak,Brandenburg:morgenpost:days_after_outbreak,Sachsen-Anhalt:morgenpost:days_after_outbreak,Thüringen:morgenpost:days_after_outbreak,Hamburg:morgenpost:days_after_outbreak,Mecklenburg-Vorpommern:morgenpost:days_after_outbreak,Saarland:morgenpost:days_after_outbreak,Bremen:morgenpost:days_after_outbreak,Nordrhein-Westfalen:RKI:days_after_outbreak,Bayern:RKI:days_after_outbreak,Baden-Württemberg:RKI:days_after_outbreak,Niedersachsen:RKI:days_after_outbreak,Hessen:RKI:days_after_outbreak,Sachsen:RKI:days_after_outbreak,Rheinland-Pfalz:RKI:days_after_outbreak,Berlin:RKI:days_after_outbreak,Schleswig-Holstein:RKI:days_after_outbreak,Brandenburg:RKI:days_after_outbreak,Sachsen-Anhalt:RKI:days_after_outbreak,Thüringen:RKI:days_after_outbreak,Hamburg:RKI:days_after_outbreak,Mecklenburg-Vorpommern:RKI:days_after_outbreak,Saarland:RKI:days_after_outbreak,Bremen:RKI:days_after_outbreak
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,14,0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,14,0,20.0,0.0,0.0,3.0,0.0,32.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,14,0,30.0,0.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,14,0,70.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,90.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,14,0,90.0,0.0,0.0,11.0,0.0,15.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,40.0,14,0,100.0,0.0,0.0,11.0,0.0,28.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,130.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,50.0,14,0,120.0,0.0,0.0,37.0,0.0,78.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,210.0,1.0,40.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,70.0,0.0,0.0,70.0,14,0,180.0,0.0,0.0,35.0,0.0,86.0,0.0,22.0,1.0,4.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,300.0,1.0,70.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,120.0,14,0,330.0,0.0,0.0,45.0,1.0,49.0,0.0,47.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,340.0,1.0,110.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,170.0,0.0,0.0,130.0,14,0,370.0,0.0,0.0,32.0,0.0,65.0,0.0,16.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1.0,410.0,1.0,130.0,1.0,20.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,180.0,0.0,0.0,170.0,14,0,400.0,0.0,0.0,15.0,0.0,20.0,0.0,14.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,1.0,430.0,1.0,140.0,1.0,20.0,0.0,40.0,0.0,40.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,200.0,0.0,0.0,260.0,14,0,480.0,0.0,0.0,49.0,0.0,77.0,1.0,79.0,0.0,20.0,0.0,22.0,0.0,16.0,0.0,4.0,0.0,7.0,0.0,4.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,250.0,1.0,500.0,2.0,220.0,1.0,40.0,0.0,60.0,0.0,50.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,70.0,1.0,0.0,280.0,2.0,0.0,310.0,14,0,650.0,0.0,2.0,110.0,0.0,157.0,0.0,90.0,0.0,15.0,0.0,33.0,0.0,34.0,0.0,20.0,0.0,16.0,0.0,11.0,0.0,25.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,6.0,0.0,360.0,1.0,660.0,2.0,310.0,1.0,60.0,0.0,90.0,0.0,80.0,0.0,30.0,0.0,40.0,0.0,20.0,0.0,60.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,30.0,1.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,90.0,0.0,0.0,30.0,1.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,80.0,1.0,0.0,340.0,2.0,0.0,370.0,14,0,800.0,6.0,3.0,139.0,0.0,185.0,0.0,101.0,0.0,34.0,0.0,43.0,0.0,52.0,0.0,13.0,0.0,28.0,0.0,8.0,0.0,28.0,0.0,18.0,0.0,1.0,0.0,8.0,0.0,11.0,0.0,10.0,0.0,15.0,0.0,500.0,1.0,850.0,2.0,410.0,1.0,90.0,0.0,130.0,0.0,140.0,0.0,50.0,0.0,70.0,0.0,30.0,0.0,90.0,0.0,40.0,0.0,10.0,0.0,20.0,0.0,30.0,0.0,20.0,0.0,20.0,0.0,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-12,40.0,1.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,90.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,140.0,0.0,0.0,50.0,1.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,130.0,1.0,0.0,450.0,2.0,1.0,500.0,14,1,1040.0,6.0,4.0,174.0,0.0,264.0,0.0,115.0,1.0,36.0,0.0,47.0,0.0,65.0,0.0,27.0,0.0,58.0,0.0,20.0,0.0,40.0,0.0,17.0,0.0,11.0,0.0,9.0,0.0,7.0,0.0,12.0,0.0,14.0,0.0,670.0,1.0,1110.0,2.0,530.0,2.0,120.0,0.0,180.0,0.0,200.0,0.0,70.0,0.0,120.0,0.0,50.0,0.0,130.0,0.0,50.0,0.0,20.0,0.0,30.0,0.0,40.0,0.0,30.0,0.0,40.0,0.0,9,7,6,1,0,0,0,1,0,0,0,0,0,0,0,0,10,7,8,2,1,0,1,2,0,0,0,0,1,0,0,0
2020-03-13,40.0,1.0,0.0,40.0,0.0,0.0,30.0,0.0,0.0,100.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,170.0,0.0,0.0,100.0,1.0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,230.0,1.0,0.0,570.0,2.0,3.0,560.0,14,1,1430.0,27.0,4.0,294.0,0.0,372.0,2.0,230.0,0.0,72.0,0.0,59.0,0.0,81.0,0.0,32.0,0.0,57.0,0.0,20.0,0.0,31.0,0.0,25.0,0.0,10.0,0.0,8.0,0.0,10.0,0.0,10.0,0.0,11.0,0.0,960.0,1.0,1480.0,4.0,760.0,2.0,200.0,0.0,240.0,0.0,280.0,0.0,110.0,0.0,180.0,0.0,70.0,0.0,160.0,0.0,80.0,0.0,30.0,0.0,40.0,0.0,50.0,0.0,40.0,0.0,50.0,0.0,10,8,7,2,1,0,0,2,0,0,0,0,0,0,0,0,11,8,9,3,2,1,2,3,0,0,0,0,2,0,0,0
2020-03-14,50.0,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,160.0,0.0,0.0,50.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,220.0,0.0,0.0,160.0,1.0,0.0,100.0,0.0,0.0,200.0,0.0,0.0,250.0,1.0,0.0,830.0,2.0,3.0,680.0,14,1,1640.0,27.0,5.0,324.0,0.0,295.0,0.0,180.0,0.0,77.0,0.0,29.0,0.0,59.0,0.0,29.0,0.0,49.0,0.0,13.0,0.0,74.0,0.0,24.0,0.0,16.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,2.0,0.0,1290.0,1.0,1780.0,4.0,940.0,2.0,270.0,0.0,270.0,0.0,340.0,0.0,140.0,0.0,230.0,0.0,80.0,0.0,240.0,0.0,100.0,0.0,50.0,0.0,40.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,11,9,8,3,2,0,1,3,0,0,0,0,1,0,0,0,12,9,10,4,3,2,3,4,0,0,0,0,3,0,0,0
2020-03-15,60.0,1.0,0.0,70.0,0.0,0.0,50.0,0.0,0.0,200.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,80.0,0.0,0.0,100.0,0.0,0.0,280.0,0.0,0.0,200.0,1.0,0.0,130.0,0.0,0.0,280.0,0.0,0.0,290.0,1.0,0.0,980.0,2.0,3.0,890.0,14,4,2100.0,27.0,6.0,163.0,0.0,215.0,0.0,113.0,0.0,24.0,0.0,25.0,0.0,49.0,0.0,25.0,0.0,95.0,1.0,20.0,0.0,71.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,1450.0,1.0,1990.0,4.0,1050.0,2.0,300.0,0.0,290.0,0.0,390.0,0.0,160.0,0.0,320.0,1.0,100.0,0.0,310.0,0.0,120.0,0.0,50.0,0.0,40.0,0.0,60.0,0.0,70.0,0.0,50.0,0.0,12,10,9,4,3,1,2,4,0,0,0,0,2,0,0,0,13,10,11,5,4,3,4,5,1,0,0,0,4,0,0,0
2020-03-16,60.0,1.0,0.0,80.0,0.0,0.0,50.0,0.0,0.0,260.0,1.0,1.0,70.0,1.0,0.0,80.0,0.0,0.0,90.0,0.0,0.0,120.0,0.0,0.0,330.0,0.0,0.0,320.0,1.0,0.0,150.0,0.0,0.0,340.0,2.0,0.0,390.0,1.0,0.0,1100.0,7.0,3.0,1070.0,14,5,2740.0,39.0,8.0,394.0,1.0,535.0,0.0,224.0,1.0,117.0,0.0,60.0,0.0,128.0,0.0,40.0,0.0,110.0,0.0,21.0,0.0,68.0,0.0,22.0,0.0,13.0,0.0,14.0,0.0,1.0,0.0,17.0,0.0,35.0,0.0,1840.0,2.0,2530.0,4.0,1270.0,3.0,420.0,0.0,350.0,0.0,520.0,0.0,200.0,0.0,430.0,1.0,120.0,0.0,380.0,0.0,140.0,0.0,60.0,0.0,50.0,0.0,60.0,0.0,90.0,0.0,80.0,0.0,13,11,10,5,4,2,3,5,1,0,0,0,3,0,0,0,14,11,12,6,5,4,5,6,2,1,0,0,5,0,0,0
2020-03-17,70.0,3.0,0.0,100.0,0.0,0.0,70.0,0.0,0.0,310.0,1.0,1.0,70.0,1.0,0.0,100.0,0.0,0.0,110.0,1.0,0.0,140.0,0.0,0.0,380.0,1.0,0.0,440.0,1.0,0.0,250.0,0.0,0.0,380.0,2.0,1.0,560.0,1.0,0.0,1640.0,7.0,6.0,1350.0,14,5,3380.0,39.0,13.0,566.0,0.0,634.0,0.0,413.0,0.0,157.0,0.0,96.0,0.0,141.0,1.0,80.0,0.0,163.0,0.0,49.0,0.0,122.0,0.0,39.0,0.0,24.0,0.0,31.0,0.0,12.0,0.0,15.0,0.0,29.0,0.0,2410.0,2.0,3160.0,4.0,1690.0,3.0,570.0,0.0,450.0,0.0,660.0,1.0,280.0,0.0,600.0,1.0,170.0,0.0,500.0,0.0,180.0,0.0,90.0,0.0,80.0,0.0,70.0,0.0,100.0,0.0,110.0,0.0,14,12,11,6,5,3,4,6,2,1,0,0,4,0,0,0,15,12,13,7,6,5,6,7,3,2,1,0,6,0,0,0
2020-03-18,80.0,3.0,0.0,170.0,0.0,0.0,100.0,0.0,0.0,410.0,1.0,1.0,110.0,1.0,0.0,130.0,0.0,0.0,170.0,1.0,0.0,200.0,0.0,0.0,520.0,6.0,0.0,600.0,1.0,0.0,300.0,0.0,0.0,550.0,2.0,1.0,740.0,1.0,0.0,2180.0,8.0,8.0,1800.0,14,5,4270.0,67.0,13.0,697.0,0.0,377.0,0.0,538.0,0.0,209.0,1.0,144.0,0.0,217.0,0.0,113.0,0.0,156.0,0.0,36.0,0.0,124.0,0.0,49.0,1.0,29.0,0.0,43.0,0.0,10.0,0.0,25.0,0.0,38.0,0.0,3110.0,2.0,3540.0,4.0,2220.0,3.0,780.0,1.0,590.0,0.0,880.0,1.0,390.0,0.0,750.0,1.0,210.0,0.0,620.0,0.0,230.0,1.0,120.0,0.0,130.0,0.0,80.0,0.0,130.0,0.0,150.0,0.0,15,13,12,7,6,4,5,7,3,2,1,1,5,0,1,0,16,13,14,8,7,6,7,8,4,3,2,1,7,1,1,0
